x,y,n
20,64,7
46,64,8
47,64,9
63,64,10
64,64,1
78,64,2
79,64,3
80,64,4
81,64,5
82,64,6
86,64,7
87,64,8
88,64,9
89,64,10
90,64,1
91,64,2
92,64,3
99,64,4
114,64,5
20,65,6
45,65,7
46,65,8
65,65,9
66,65,10
75,65,1
76,65,2
77,65,3
78,65,4
100,65,5
114,65,6
20,66,7
43,66,8
44,66,9
56,66,10
57,66,1
58,66,2
59,66,3
60,66,4
66,66,5
67,66,6
75,66,7
76,66,8
100,66,9
114,66,10
19,67,1
20,67,2
42,67,3
43,67,4
67,67,5
68,67,6
101,67,7
115,67,8
19,68,9
41,68,10
42,68,1
68,68,2
101,68,3
115,68,4
19,69,5
40,69,6
41,69,7
68,69,8
101,69,9
115,69,10
19,70,1
39,70,2
40,70,3
69,70,4
101,70,5
102,70,6
115,70,7
19,71,8
38,71,9
39,71,10
49,71,1
50,71,2
51,71,3
52,71,4
53,71,5
54,71,6
55,71,7
56,71,8
57,71,9
58,71,10
59,71,1
69,71,2
84,71,3
85,71,4
86,71,5
87,71,6
88,71,7
89,71,8
102,71,9
115,71,10
18,72,1
37,72,2
38,72,3
47,72,4
48,72,5
49,72,6
60,72,7
61,72,8
69,72,9
82,72,10
83,72,1
89,72,2
90,72,3
91,72,4
92,72,5
102,72,6
103,72,7
116,72,8
18,73,9
36,73,10
37,73,1
47,73,2
56,73,3
61,73,4
69,73,5
82,73,6
93,73,7
94,73,8
103,73,9
116,73,10
18,74,1
35,74,2
36,74,3
62,74,4
69,74,5
94,74,6
95,74,7
103,74,8
116,74,9
18,75,10
35,75,1
55,75,2
56,75,3
57,75,4
61,75,5
69,75,6
83,75,7
95,75,8
103,75,9
116,75,10
18,76,1
34,76,2
46,76,3
47,76,4
48,76,5
49,76,6
50,76,7
51,76,8
52,76,9
53,76,10
54,76,1
55,76,2
58,76,3
59,76,4
60,76,5
61,76,6
69,76,7
83,76,8
84,76,9
85,76,10
86,76,1
87,76,2
88,76,3
89,76,4
90,76,5
91,76,6
104,76,7
116,76,8
17,77,9
34,77,10
43,77,1
44,77,2
45,77,3
69,77,4
92,77,5
93,77,6
104,77,7
116,77,8
17,78,9
33,78,10
69,78,1
94,78,2
95,78,3
96,78,4
104,78,5
116,78,6
17,79,7
33,79,8
69,79,9
96,79,10
97,79,1
104,79,2
117,79,3
17,80,4
33,80,5
69,80,6
98,80,7
104,80,8
117,80,9
16,81,10
17,81,1
32,81,2
70,81,3
104,81,4
117,81,5
16,82,6
32,82,7
62,82,8
63,82,9
70,82,10
104,82,1
117,82,2
16,83,3
32,83,4
63,83,5
70,83,6
104,83,7
117,83,8
16,84,9
32,84,10
62,84,1
70,84,2
104,84,3
117,84,4
15,85,5
16,85,6
32,85,7
62,85,8
69,85,9
104,85,10
117,85,1
15,86,2
33,86,3
62,86,4
69,86,5
104,86,6
117,86,7
15,87,8
33,87,9
62,87,10
69,87,1
104,87,2
118,87,3
15,88,4
33,88,5
61,88,6
62,88,7
69,88,8
103,88,9
118,88,10
14,89,1
33,89,2
60,89,3
61,89,4
69,89,5
79,89,6
103,89,7
118,89,8
14,90,9
33,90,10
59,90,1
60,90,2
69,90,3
79,90,4
80,90,5
81,90,6
103,90,7
118,90,8
14,91,9
34,91,10
58,91,1
59,91,2
68,91,3
81,91,4
82,91,5
83,91,6
84,91,7
103,91,8
118,91,9
14,92,10
34,92,1
58,92,2
62,92,3
85,92,4
86,92,5
103,92,6
118,92,7
14,93,8
34,93,9
49,93,10
50,93,1
54,93,2
55,93,3
56,93,4
57,93,5
58,93,6
63,93,7
64,93,8
81,93,9
82,93,10
86,93,1
87,93,2
103,93,3
118,93,4
14,94,5
34,94,6
51,94,7
52,94,8
53,94,9
54,94,10
64,94,1
65,94,2
66,94,3
67,94,4
68,94,5
78,94,6
79,94,7
80,94,8
81,94,9
88,94,10
89,94,1
103,94,2
118,94,3
13,95,4
34,95,5
59,95,6
68,95,7
69,95,8
70,95,9
71,95,10
72,95,1
73,95,2
74,95,3
75,95,4
76,95,5
77,95,6
89,95,7
90,95,8
102,95,9
118,95,10
13,96,1
34,96,2
60,96,3
83,96,4
90,96,5
91,96,6
102,96,7
118,96,8
13,97,9
34,97,10
61,97,1
62,97,2
63,97,3
83,97,4
91,97,5
92,97,6
93,97,7
102,97,8
117,97,9
13,98,10
34,98,1
63,98,2
64,98,3
65,98,4
78,98,5
79,98,6
80,98,7
81,98,8
82,98,9
83,98,10
84,98,1
93,98,2
94,98,3
95,98,4
102,98,5
117,98,6
13,99,7
34,99,8
66,99,9
67,99,10
68,99,1
69,99,2
70,99,3
71,99,4
72,99,5
73,99,6
74,99,7
75,99,8
76,99,9
77,99,10
78,99,1
84,99,2
85,99,3
102,99,4
112,99,5
117,99,6
12,100,7
34,100,8
85,100,9
102,100,10
112,100,1
113,100,2
117,100,3
12,101,4
34,101,5
85,101,6
101,101,7
111,101,8
112,101,9
117,101,10
12,102,1
35,102,2
101,102,3
111,102,4
117,102,5
11,103,6
35,103,7
63,103,8
64,103,9
65,103,10
66,103,1
67,103,2
68,103,3
69,103,4
70,103,5
71,103,6
72,103,7
73,103,8
74,103,9
75,103,10
76,103,1
77,103,2
78,103,3
79,103,4
101,103,5
111,103,6
11,104,7
35,104,8
57,104,9
58,104,10
59,104,1
60,104,2
61,104,3
62,104,4
79,104,5
80,104,6
81,104,7
82,104,8
83,104,9
84,104,10
101,104,1
111,104,2
11,105,3
35,105,4
55,105,5
56,105,6
57,105,7
84,105,8
85,105,9
101,105,10
110,105,1
111,105,2
10,106,3
35,106,4
54,106,5
55,106,6
60,106,7
67,106,8
68,106,9
69,106,10
70,106,1
71,106,2
72,106,3
73,106,4
74,106,5
75,106,6
100,106,7
101,106,8
110,106,9
10,107,10
35,107,1
54,107,2
61,107,3
67,107,4
80,107,5
86,107,6
100,107,7
110,107,8
10,108,9
36,108,10
54,108,1
62,108,2
79,108,3
80,108,4
81,108,5
86,108,6
87,108,7
100,108,8
110,108,9
10,109,10
36,109,1
54,109,2
55,109,3
63,109,4
64,109,5
65,109,6
66,109,7
75,109,8
76,109,9
77,109,10
78,109,1
84,109,2
85,109,3
86,109,4
100,109,5
110,109,6
114,109,7
9,110,8
10,110,9
36,110,10
55,110,1
56,110,2
66,110,3
67,110,4
68,110,5
69,110,6
70,110,7
71,110,8
72,110,9
73,110,10
74,110,1
75,110,2
83,110,3
84,110,4
99,110,5
109,110,6
110,110,7
114,110,8
115,110,9
9,111,10
37,111,1
57,111,2
58,111,3
82,111,4
99,111,5
109,111,6
115,111,7
9,112,8
37,112,9
58,112,10
59,112,1
60,112,2
61,112,3
62,112,4
63,112,5
81,112,6
98,112,7
99,112,8
109,112,9
115,112,10
9,113,1
38,113,2
80,113,3
98,113,4
109,113,5
115,113,6
8,114,7
38,114,8
39,114,9
79,114,10
97,114,1
98,114,2
109,114,3
115,114,4
8,115,5
39,115,6
78,115,7
97,115,8
109,115,9
115,115,10
7,116,1
8,116,2
40,116,3
77,116,4
96,116,5
109,116,6
115,116,7
7,117,8
40,117,9
41,117,10
76,117,1
95,117,2
96,117,3
109,117,4
115,117,5
7,118,6
41,118,7
42,118,8
76,118,9
95,118,10
109,118,1
115,118,2
6,119,3
42,119,4
43,119,5
66,119,6
74,119,7
75,119,8
94,119,9
109,119,10
115,119,1
6,120,2
43,120,3
44,120,4
67,120,5
68,120,6
69,120,7
70,120,8
71,120,9
72,120,10
73,120,1
74,120,2
93,120,3
109,120,4
115,120,5
5,121,6
6,121,7
44,121,8
45,121,9
92,121,10
109,121,1
115,121,2
5,122,3
45,122,4
46,122,5
47,122,6
91,122,7
92,122,8
109,122,9
115,122,10
4,123,1
47,123,2
48,123,3
49,123,4
91,123,5
109,123,6
115,123,7
4,124,8
50,124,9
51,124,10
52,124,1
85,124,2
86,124,3
91,124,4
109,124,5
115,124,6
3,125,7
52,125,8
53,125,9
83,125,10
84,125,1
91,125,2
109,125,3
115,125,4
2,126,5
3,126,6
43,126,7
54,126,8
55,126,9
82,126,10
83,126,1
91,126,2
109,126,3
115,126,4
2,127,5
43,127,6
55,127,7
56,127,8
81,127,9
82,127,10
91,127,1
109,127,2
115,127,3
2,128,4
16,128,5
44,128,6
57,128,7
58,128,8
79,128,9
80,128,10
81,128,1
91,128,2
109,128,3
115,128,4
121,128,5
122,128,6
4,129,7
16,129,8
44,129,9
59,129,10
60,129,1
61,129,2
73,129,3
74,129,4
75,129,5
76,129,6
77,129,7
78,129,8
91,129,9
109,129,10
115,129,1
121,129,2
122,129,3
4,130,4
16,130,5
44,130,6
61,130,7
62,130,8
63,130,9
64,130,10
65,130,1
66,130,2
67,130,3
68,130,4
69,130,5
70,130,6
71,130,7
72,130,8
91,130,9
108,130,10
115,130,1
122,130,2
123,130,3
4,131,4
16,131,5
44,131,6
91,131,7
108,131,8
114,131,9
123,131,10
124,131,1
3,132,2
16,132,3
44,132,4
45,132,5
47,132,6
48,132,7
49,132,8
50,132,9
51,132,10
52,132,1
92,132,2
108,132,3
114,132,4
124,132,5
125,132,6
3,133,7
16,133,8
31,133,9
32,133,10
33,133,1
45,133,2
52,133,3
53,133,4
54,133,5
63,133,6
81,133,7
82,133,8
83,133,9
84,133,10
92,133,1
108,133,2
114,133,3
125,133,4
126,133,5
3,134,6
17,134,7
31,134,8
33,134,9
45,134,10
55,134,1
56,134,2
77,134,3
78,134,4
79,134,5
80,134,6
81,134,7
82,134,8
83,134,9
84,134,10
92,134,1
108,134,2
114,134,3
126,134,4
2,135,5
17,135,6
33,135,7
34,135,8
45,135,9
56,135,10
57,135,1
59,135,2
60,135,3
61,135,4
62,135,5
63,135,6
64,135,7
65,135,8
66,135,9
67,135,10
68,135,1
69,135,2
70,135,3
71,135,4
72,135,5
73,135,6
74,135,7
75,135,8
76,135,9
84,135,10
92,135,1
108,135,2
114,135,3
127,135,4
2,136,5
17,136,6
29,136,7
30,136,8
34,136,9
35,136,10
36,136,1
45,136,2
57,136,3
58,136,4
63,136,5
64,136,6
92,136,7
107,136,8
114,136,9
127,136,10
2,137,1
17,137,2
29,137,3
36,137,4
45,137,5
58,137,6
64,137,7
92,137,8
107,137,9
114,137,10
128,137,1
2,138,2
17,138,3
30,138,4
36,138,5
45,138,6
58,138,7
64,138,8
92,138,9
107,138,10
115,138,1
128,138,2
2,139,3
17,139,4
30,139,5
36,139,6
37,139,7
46,139,8
58,139,9
65,139,10
92,139,1
107,139,2
115,139,3
128,139,4
129,139,5
2,140,6
17,140,7
30,140,8
37,140,9
46,140,10
59,140,1
65,140,2
92,140,3
107,140,4
115,140,5
129,140,6
2,141,7
17,141,8
30,141,9
37,141,10
46,141,1
59,141,2
65,141,3
92,141,4
107,141,5
115,141,6
129,141,7
2,142,8
17,142,9
30,142,10
37,142,1
46,142,2
60,142,3
66,142,4
92,142,5
107,142,6
115,142,7
2,143,8
17,143,9
30,143,10
38,143,1
46,143,2
47,143,3
60,143,4
66,143,5
92,143,6
107,143,7
115,143,8
130,143,9
2,144,10
17,144,1
30,144,2
38,144,3
47,144,4
61,144,5
67,144,6
92,144,7
107,144,8
115,144,9
129,144,10
2,145,1
17,145,2
31,145,3
38,145,4
47,145,5
61,145,6
62,145,7
67,145,8
92,145,9
107,145,10
116,145,1
129,145,2
2,146,3
17,146,4
31,146,5
38,146,6
47,146,7
62,146,8
68,146,9
92,146,10
107,146,1
116,146,2
128,146,3
2,147,4
17,147,5
31,147,6
38,147,7
47,147,8
63,147,9
68,147,10
92,147,1
107,147,2
116,147,3
128,147,4
129,147,5
17,148,6
31,148,7
38,148,8
47,148,9
64,148,10
65,148,1
92,148,2
107,148,3
117,148,4
129,148,5
17,149,6
31,149,7
38,149,8
47,149,9
65,149,10
66,149,1
67,149,2
93,149,3
107,149,4
117,149,5
129,149,6
17,150,7
31,150,8
38,150,9
47,150,10
93,150,1
107,150,2
117,150,3
129,150,4
17,151,5
31,151,6
38,151,7
47,151,8
93,151,9
107,151,10
118,151,1
4,152,2
5,152,3
6,152,4
7,152,5
8,152,6
18,152,7
31,152,8
38,152,9
39,152,10
47,152,1
93,152,2
107,152,3
118,152,4
4,153,5
8,153,6
18,153,7
31,153,8
39,153,9
48,153,10
56,153,1
93,153,2
107,153,3
118,153,4
9,154,5
18,154,6
31,154,7
39,154,8
48,154,9
57,154,10
93,154,1
107,154,2
118,154,3
9,155,4
10,155,5
18,155,6
31,155,7
39,155,8
48,155,9
58,155,10
93,155,1
107,155,2
118,155,3
1,156,4
2,156,5
10,156,6
18,156,7
19,156,8
31,156,9
39,156,10
48,156,1
59,156,2
93,156,3
107,156,4
119,156,5
2,157,6
10,157,7
19,157,8
31,157,9
39,157,10
40,157,1
48,157,2
59,157,3
60,157,4
93,157,5
108,157,6
119,157,7
2,158,8
11,158,9
19,158,10
31,158,1
40,158,2
48,158,3
60,158,4
61,158,5
93,158,6
108,158,7
119,158,8
2,159,9
3,159,10
11,159,1
19,159,2
20,159,3
32,159,4
40,159,5
48,159,6
61,159,7
62,159,8
93,159,9
108,159,10
119,159,1
3,160,2
12,160,3
20,160,4
32,160,5
40,160,6
49,160,7
62,160,8
63,160,9
93,160,10
108,160,1
119,160,2
4,161,3
12,161,4
20,161,5
32,161,6
33,161,7
40,161,8
49,161,9
63,161,10
64,161,1
93,161,2
94,161,3
108,161,4
120,161,5
4,162,6
5,162,7
13,162,8
21,162,9
34,162,10
40,162,1
49,162,2
55,162,3
64,162,4
94,162,5
108,162,6
120,162,7
5,163,8
6,163,9
13,163,10
21,163,1
35,163,2
41,163,3
49,163,4
56,163,5
65,163,6
94,163,7
108,163,8
120,163,9
6,164,10
7,164,1
13,164,2
21,164,3
22,164,4
36,164,5
41,164,6
49,164,7
57,164,8
58,164,9
64,164,10
65,164,1
94,164,2
108,164,3
120,164,4
7,165,5
8,165,6
22,165,7
36,165,8
37,165,9
41,165,10
49,165,1
59,165,2
64,165,3
94,165,4
108,165,5
120,165,6
8,166,7
9,166,8
22,166,9
23,166,10
37,166,1
41,166,2
49,166,3
60,166,4
61,166,5
94,166,6
108,166,7
120,166,8
9,167,9
10,167,10
23,167,1
37,167,2
41,167,3
49,167,4
62,167,5
94,167,6
108,167,7
121,167,8
10,168,9
11,168,10
23,168,1
24,168,2
25,168,3
38,168,4
41,168,5
49,168,6
63,168,7
64,168,8
95,168,9
108,168,10
121,168,1
12,169,2
13,169,3
25,169,4
26,169,5
38,169,6
41,169,7
50,169,8
65,169,9
66,169,10
67,169,1
68,169,2
79,169,3
80,169,4
81,169,5
82,169,6
95,169,7
108,169,8
121,169,9
13,170,10
38,170,1
50,170,2
69,170,3
74,170,4
75,170,5
76,170,6
77,170,7
78,170,8
95,170,9
107,170,10
121,170,1
14,171,2
38,171,3
50,171,4
70,171,5
71,171,6
72,171,7
73,171,8
94,171,9
95,171,10
107,171,1
121,171,2
14,172,3
38,172,4
50,172,5
94,172,6
107,172,7
121,172,8
14,173,9
38,173,10
50,173,1
94,173,2
107,173,3
120,173,4
122,173,5
15,174,6
38,174,7
50,174,8
94,174,9
107,174,10
119,174,1
122,174,2
123,174,3
15,175,4
39,175,5
50,175,6
94,175,7
107,175,8
119,175,9
123,175,10
15,176,1
39,176,2
51,176,3
94,176,4
107,176,5
119,176,6
